index,content,token
1607,"But we do know this inside of a medical environment, we have to prioritize getting those people that are absolutely exposed.",124
1608,These masks.,12
1609,That is why we are going to put up some kind of a control over who's allowed to buy them.,89
1610,You just tell the truth.,24
1611,"Well, that was kind of happening at some places like Amazon was only doing that.",80
1612,They were only selling those.,29
1613,What is it?,11
1614,N95 masks.,10
1615,And 95s?,8
1616,"Yeah, they were selling them only to hospital workers and there you go.",71
1617,They were allocating them along with other types of hands sanitizer and a bunch of different things they were selling specifically to them first and first responders.,166
1618,Perfect example.,16
1619,Yeah.,5
1620,"What you don't do is say, hey, everyone, don't worry about it.",62
1621,Right.,6
1622,But without you did.,20
1623,"He's saying that, like, hey, fucko, now we can't trust you ever again.",70
1624,Exactly.,8
1625,Yeah.,5
1626,That's the freaking problem.,28
1627,You're looking at this guy.,27
1628,Next time there's some kind of disease.,39
1629,Next time there's a problem.,28
1630,How do we know if we can listen to you?,39
1631,I was also thinking he was saying a couple of weeks ago that the United States doesn't open up soon.,100
1632,We could face permanent damage.,31
1633,"Oh, economic damage?",20
1634,"Yeah, permanent economic damage.",32
1635,You think?,10
1636,Yeah.,5
1637,"I'm like, hey, hey, hey, how come you didn't see this before?",61
1638,"How come you didn't say, hey, we have to weigh in the pros and the cons here, you know?",87
1639,"You should have, and this is actually something that I talked to Peter T about it.",82
1640,"I said, hey, it seems like maybe some people should be quarantined and other people shouldn't.",94
1641,"He's like, yeah, absolutely.",28
1642,"So like my dad, who's an older guy, who's, you know, he's an older guy, compromised immune system.",98
1643,Guess what?,11
1644,He should be isolated.,22
1645,He should be quarantined.,25
1646,"Should my 17 year old son, should my 20 year old daughter, my 20, 2018 year old, my 10 year old, should they be an isolation?",125
1647,Should they be quarantined?,27
1648,Absolutely not.,15
1649,Absolutely not.,15
1650,"Hey, first week, two weeks, we're here and it's a 10% while we're here and all these things cool.",97
1651,You can make an inextremist call.,33
1652,"You can say, hey, guys, I don't know what's happening, but in Italy, it looks real bad.",87
1653,Guess what we're going to do?,29
1654,We're going to shut down for two weeks.,39
1655,"I'm sorry, but this is what we're going to do.",46
1656,"And you go at the nation says, ah, okay.",40
1657,"Okay, we get it.",16
1658,"And then two weeks later, you say, you know what?",49
1659,It looks like it's really might impact our medical systems.,59
1660,We're going to shut down for another two weeks.,47
1661,"Just another two weeks, never goes, you know, I got to pay my mortgage, but okay, two more weeks.",97
1662,"And then you say, then you got to have the courage and the ability to put your ego in check and say, you know what?",115
1663,Thank you.,10
1664,"Maybe, may not have been necessary.",35
1665,"We don't know right now, but it looks like we can start opening back up.",72
1666,Let's rock and roll.,20
1667,"The other problem is once they tell you what to do, they don't want to stop having that power and control.",106
1668,"Oh, yeah, they love that.",25
1669,"Our governor literally said, wear masks because then we can get back some of our freedoms.",90
1670,Yeah.,5
1671,You're going to give away freedom.,34
1672,You got that kind of power?,27
1673,Maybe I should run for governor.,32
1674,Yeah.,5
1675,I didn't know I could just control freedoms.,44
1676,You got my vote.,16
1677,Give away freedoms.,19
1678,"The businesses surviving, right?",32
1679,You're talking about the businesses surviving.,46
1680,"There's a lot of businesses, especially little businesses, right?",65
1681,"Little Jitsy schools, little restaurants.",41
1682,You want a restaurant to operate on 50% capacity.,49
1683,That restaurants aren't making this kind of money where they can throw away 50% of their profits.,97
1684,Exactly.,8
1685,50% of their capability make money.,35
1686,"They still, because they still got to have that cook.",53
1687,Yeah.,5
1688,"They are the dishwashers there, right?",38
1689,There's your bare minimum.,26
1690,And they got to be there no matter what.,40
1691,"If you serve 50 people, great.",30
1692,"If you only serve 25, you don't make any money.",47
1693,Yeah.,5
1694,"So there's going to be, there's a lot of businesses that run that day-to-day, you know, month-to-month paycheck to paycheck to try and stay afloat.",147
1695,That's what America does.,25
1696,And sometimes they're able to creep out of that and they get ahead and that's awesome.,86
1697,That's how you end up with these big powerful companies.,56
1698,"Yeah, I've had a couple of restaurant owners in Adam Perry Lang who owns APL Steakhouse in Janet Sukerino in Evan Funke who own, they own, well, she owns Felix, Janet owns Felix and he's the head chef and they were explained to me profit margins.",246
1699,And it's fucking crazy.,23
1700,"It's, it's, you really look at how difficult it is to run a restaurant and all the decisions that have to be made and, you know, food goes bad if you keep it too long and you've got to buy a certain amount of food, you anticipate a certain amount of customers, you've got to know your customer, he was explaining, you gotta, we know our customers, I know most of them are not going to order this.",396
1701,So I'm going to have certain amount of meals that I'm going to have of the fish and more meals of the steak and the pasta's primary.,132
1702,"That's what most people are coming here for and like, fuck and then you tell them, oh, you can only open up at 60% and waitresses have to wear a fucking hazmat suit and it'll take, God damn man.",194
1703,"One of the 10%, 15%, 5% profit margin.",38
1704,"I think they were saying 14%, this is how they operate, but it's difficult.",75
1705,"It's very difficult and you know, people don't want to spend too much money on meals, you know, and so they, it has to be kind of engineer like how, how, how can you, how can you do it right?",191
1706,"And Janet has had a ton of successful restaurants, like she's a wizard at it.",77
1707,"I mean, she's been doing it straight out of college and her problem was she was in the process of building multiple restaurants.",128
1708,"So all of her money were out, even though she's extremely profitable and very, very successful at all these restaurants, she's building out all these other restaurants at the same time with that money because she knows how to make money.",237
1709,She knows how to run these businesses.,38
1710,So she's doing it.,18
1711,So she's got a Jamaican restaurant.,35
1712,She's got an Italian restaurant.,32
1713,"She's got all these things happening and then boom, the government tells you you have to shut down.",99
1714,"That's, yeah, that's the profit margin.",39
1715,"There's so many bit, you know, because we work with all kinds of different businesses.",86
1716,Yeah.,5
1717,"And the profit margin on many, many businesses is really, really lean.",70
1718,"One of my favorite examples is big construction companies, big construction companies that are doing, you know, $500 million projects or, you know, $700 million bridges and call the seams and stuff.",198
1719,Their profit margin is like 4%.,31
1720,Holy shit.,10
1721,4%.,3
1722,5%.,3
1723,If they do awesomeness like 6%.,31
1724,That is so insane.,18
1725,"And they're, you know, ordering concrete and they've got to have it show at a certain time and then the rebar wasn't in place.",126
1726,Like it's crazy.,16
1727,The margin for error is so small and there's so many businesses that operate like that.,87
1728,"And a lot of times I think some of the people in government, they've never been in business before.",99
1729,"So they don't understand that for them, hey, just operate at 50% capacity inside your restaurant.",97
1730,You'll be fine.,15
1731,That's a very good point.,25
1732,And they've never run a business.,33
1733,"You know, I have a jujitsu gym.",31
1734,We got shut down.,17
1735,"So now, now, we're now they're telling us, hey, you can allow people back in the gym.",85
1736,They just have to be six feet apart.,36
1737,"Well, you can't do jujitsu six feet apart.",42
1738,You can't do Moitai six feet apart.,35
1739,So what are we supposed to do now?,34
1740,"And by the way, what about, oh, you want us to check people and we want to have this, there's all these protocols that are putting in place to have someone come into the gym.",174
1741,So now we got to hire extra people.,35
1742,We got to hire extra cleaning staff because the gym has to shut down for this period of a day and they need to reclean everything.,130
1743,Like obviously the people that are making these rules have never been in business before.,89
1744,"Yeah, telling a person who is running a jujitsu gym, the people have to be six feet apart.",90
1745,The jujitsu is zero apart.,26
1746,Zero feet apart.,16
1747,Zero space.,11
1748,That's the whole goal of jujitsu is smash.,42
1749,"The whole goal, take your body and smash someone's body with it.",64
1750,The whole idea is no space.,27
1751,"That literally is the foundation of jujitsu, a pressure applied with no space.",78
1752,"And this goes back to the idea of as a leader, taking the information from the frontline troops and saying, how you tell me what's a good way to run this?",154
1753,And let's see if we can figure out a solution.,46
1754,"Well, you would really want to talk to jujitsu gym owners.",58
1755,"And my suggestion, I've never run a jujitsu gym.",48
1756,I've been in a shitload of them.,32
1757,My suggestion would be have people fill out a waiver.,53
1758,"So they waive their rights, have people fill out a form that says, I have not tested positive.",94
1759,I've showed no symptoms of illness.,35
1760,"I promise that if I do, I will not train and I will get myself tested.",70
1761,Everything is readily available now.,36
1762,"For a long time, we were getting shamed because we were testing people.",71
1763,I was tracking on that.,23
1764,I was angry that we were testing people.,40
1765,"Look, you can test people too, you fuck.",40
1766,Just like you could buy a steak.,32
1767,It just costs money.,20
1768,You mad that people have steak and you can't afford a steak.,60
1769,"Well, there's people, there are different stages of life in this game called society and capitalism and you start off at square A.",130
1770,"Everybody starts at a different spot, granted.",46
1771,I started at bottom and you figure out a way to get a fucking test.,67
1772,"And if you're in a spot right now in your life where you can't have a test, we'll definitely don't go and expose yourself till we know what the fuck it is.",155
1773,But don't get mad at people who can afford test you crazy fucks.,64
1774,"And what we're at right now with jujitsu gyms is you should have a form that you fill out just like when I was at a restaurant, I went to the Lonesome Dove restaurant, shout out to them in Austin, Texas.",203
1775,Fantastic place.,16
1776,They make you fill out a little form.,37
1777,"Because you have them in test positive, you're not sick, you're not showing any symptoms.",89
1778,"They do a little temperature check, check your forehead.",56
1779,"Oh, you're looking good.",24
1780,"All right, come on in.",22
1781,Sit down.,9
1782,Did they pack you in or did they keep you going?,48
1783,"No, they keep you a little bit separated.",41
1784,"But that was two weeks ago and there's another place, Gus's fried chicken, shout out to Gus's best fucking fried chicken on earth in Austin, Texas.",147
1785,We went there two weeks ago and you couldn't eat there.,55
1786,You had to wear a mask in the restaurant and you had to order takeout.,70
1787,So we got to take out.,22
1788,"We came back again yesterday, yesterday, no fucking mask.",57
1789,Everybody's in their sitting.,29
1790,All the seats are packed.,25
1791,They strongly suggest you wear a mask.,38
1792,And no one's looking for a fucking mask.,40
1793,The waiters are wore masks.,27
1794,But it's like things are getting different.,43
1795,"There's another restaurant, Red Ash that we ate at Saturday night.",66
1796,That place had 75% capacity and you had to wear a mask until you got to your table and then you had to wear a mask again if you had to go take a leak.,150
1797,"You had to put your mask back on, take a leak, come back.",57
1798,And it doesn't make any sense.,30
1799,It's like there's just this health department guidelines and people.,68
1800,They're trying to open up and they don't want to get sued and they don't want to get people mad.,96
1801,"And like, we're trying to protect everybody but we don't know how to do it.",75
1802,And it doesn't matter what the science is.,42
1803,You could show them an article that shows that masks are bullshit and they're still going to tell you but you're still going to wear your mask.,143
1804,Because we're playing a little game here.,41
1805,We're playing a game called Keep People Safe.,45
1806,"Nobody's saying a goddamn thing about take your vitamins, drink water, stay healthy, workout, get out in the sun.",113
1807,"No, the government never says that.",35
1808,"You don't hear it, you got, go, go, go, go, new someone who's fucking goofy slick back here.",92
1809,He's not telling you to go workout and get in the sun.,54
1810,"It's going to be a, I think America can only take so much.",58
1811,"And I kind of said this from the beginning, like you can keep America in lockdown for a little while, two weeks, four weeks.",124
1812,"And then people start saying, you know what?",44
1813,"I got to go out, I got to go make something happen, I got to do something, I got to earn money.",95
1814,"And it's a people that are looking around saying, well, I don't really need to earn money right now.",100
1815,They're the ones that are saying everyone's staying in your house and don't come out and wear a mask.,101
1816,"All right, we got a doctor coming to 330.",41
1817,I told him I think I got you a positive this time.,50
1818,He's wanting to get a positive.,31
1819,"Oh yeah, he got him positive, yeah.",35
1820,"Oh yeah, he got him positive, yeah.",35
1821,"Oh yeah, he got him positive, yeah.",35
1822,"Oh yeah, he got him positive, yeah.",35
1823,He got him a bunch of goddamn healthy people in here.,53
1824,"Yeah, I've had, I think I've had seven, no, eight tests, one, two, three, four, no swabs.",89
1825,"I've had four, yeah, four, no swabs and four antibody tests.",60
1826,I haven't me personally.,24
1827,I've still come out negative every time.,40
1828,"But the other thing that he said, and those doctors are very smart guy and a young healthy guy, he said, that doesn't mean you haven't been exposed to it.",154
1829,"I mean, your immune system did his job.",39
1830,Really?,7
1831,"There's another thing that people are saying, people are saying, oh, well, you just got lucky, you haven't been around someone who had it.",138
1832,"He was, no, no, no.",19
1833,Many of the people that I tested are positive are in a family where the other people that are also in that family are negative.,127
1834,"So they have it, they've been around these people for fucking weeks and they don't get it.",90
1835,Why?,4
1836,"Because they have a better immune system, particularly children.",64
1837,"So I guess I'm going to win, win situation now because if I had it, if I tested positive, it's like see no factor.",114
1838,I powered through it.,21
1839,You beat it.,12
1840,"Now, even if I didn't have it, I'm going to say, hey, see, I beat it.",69
1841,Yeah.,5
1842,"I'm going to win, win.",22
1843,Yeah.,5
1844,"I know, well, depending upon what your results are, I know nine people that have had it now.",92
1845,"And out of those people, only one of them had it bad.",53
1846,"And that was my friend Michael Yo and he got it bad from, it's real, he's in a track.",85
1847,"He flew all the way to New York, no sleep.",42
1848,What was the dates?,19
1849,He was in January.,18
1850,January?,8
1851,Jamie?,6
1852,No.,3
1853,Early February or late January?,31
1854,March.,6
1855,March?,6
1856,Showing New York was March the bear beginning of February.,58
1857,So end of February.,19
1858,End of February he was here.,28
1859,"Yeah, yeah.",11
1860,And then he went.,17
1861,Okay.,5
1862,So he left here that weekend went to New York.,46
1863,No sleep.,9
1864,"Flys to New York, does radio, does TV all say does his comedy gigs, no sleep, does gigs the next day, same deal, does promo all this shit, flies back home, no sleep, gets up in the morning, drives to Vegas with his wife and kids, the fucking kids screaming in the car, ah, drives back home that night, hangs out with his wife's family in Vegas and drives back home that.",370
1865,"So eight hours in the car, just that day.",41
1866,"Then the next day he's got auditions day after that, he's got auditions, then boom, hits the wall and he's fucked.",114
1867,He feels like shit.,19
1868,He felt like shit.,18
1869,"By the way, his mom got it.",27
1870,"She also tested positive, beat it in the day.",45
1871,How long was he down for?,25
1872,He was down for a week.,23
1873,But he ran himself to also vitamin D deficient.,47
1874,"And so all those things ran himself down, vitamin D deficient, doesn't take care of himself.",92
1875,But he caught the perfect storm of exhaustion and travel.,57
1876,Travel fucks you up.,20
1877,It fucks you up.,16
1878,"Yeah, and I leading into this I was traveling.",46
1879,I've been traveling all the time my whole life.,47
1880,"No matter fact, the lockdown is the most consecutive nights I've ever spent with my wife.",89
1881,Since we've been married and we've been married for 20 years.,61
1882,"Most consecutive nights because I was in the Navy, I was deploying, I was going on trips and then when I retired, I was working with consulting all over the place.",163
1883,It's not amazing.,17
1884,"Yeah, so it's been kind of cool hanging out with my wife night after night.",75
1885,"All right, these are FDA approved kits too.",43
1886,So we're good.,14
1887,So we're totally good.,22
1888,We're going to find out for real.,33
1889,Really legit doctors pumped.,28
1890,What do you think you think I've had it or not?,47
1891,What do you think?,18
1892,"Yeah, I would say because your kid, your youngest kid didn't get it, get sick and then the other people did get sick but no one got it badly.",141
1893,And I know your family's very healthy.,38
1894,"I know your daughter's a savage, your son's a savage.",53
1895,I would imagine you probably had it.,36
1896,"Thinking about all the places you've been, I bet you test positive for the antibodies.",86
1897,I know a few digits you guys have got it.,41
1898,But they all just got coughs.,29
1899,"Yeah, plus on top of all this, I'm in my gym.",45
1900,I was in my gym.,16
1901,Oh yeah.,8
1902,"We have all kinds of, we have a lot of people that show up in my gym because they just want to train and want to come check it out.",131
1903,And my gym is big.,18
1904,"We've got 2,000 members.",24
1905,"Yeah, it's 2,000 members.",25
1906,Because it's not just a gym.,28
1907,"What's your victory MMA and fitness in San Diego, California.",61
1908,But so it's a big gym.,22
1909,"And every 2,000 members, that means they're all interacting with three or four other people outside of the gym.",111
1910,That's not five or 10 people.,29
1911,So they're literally sweating each other's mouth.,49
1912,Complete.,9
1913,"Oh yeah, that's another thing.",30
1914,That's another indicator.,25
1915,"When I got sick, my main training partner, this guy, Andy, Andy Burke, who I trained with all the time, he got sick.",116
1916,"And then his girlfriend got sick, who's also a digit survivor, MMA fighter.",75
1917,She got sick too.,17
1918,So we'll see.,13
1919,I'm curious.,12
1920,It's hard.,10
1921,"When you train hard, you get sick.",34
1922,It's part of the thing too.,27
1923,"When you break down your body and your immune system gets, you know, when you're one of those guys that trains really hard, you do have a tendency to get little colds.",167
1924,Because your immune system gets tested.,39
1925,Here's something that I've noticed.,35
1926,"When I have downtime, like let's say this is happening a few times.",67
1927,I'm going to Montana and I'm super stoked.,42
1928,"I'm going to go up there and chill, right?",42
1929,"As soon as I get up there, I get sick.",38
1930,Really?,7
1931,"It's happened to me like maybe three times where I finally have four days or five days where I, you know, don't have anything scheduled to go up there.",151
1932,I'm going to shoot my bow.,26
1933,I'm going to chill and I get up there and it's like my mind switches and all of a sudden I get sick.,100
1934,It's like I saved up illness to where I know I can be allowed to get sick.,74
1935,Has that ever happened to you?,30
1936,"No, but there's a good argument there for like just the way your mind controls your whole system.",97
1937,Yeah.,5
1938,Because your mind is just like pedal to the fucking metal slayer in the back.,77
1939,"Run, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, yeah.",102
1940,"Everything is go, go, go.",25
1941,"And then when it's silence, you're probably like, what have we been up to?",74
1942,I feel like that happens.,25
1943,"I was wondering if it ever happened to you because it's happened enough time that I'm talking about it, right?",110
1944,My best example is camhains.,28
1945,That motherfucker's never sick.,31
1946,"And if he's sick, he still runs anyway.",39
1947,He's just got a little bit of a cough.,38
1948,"Out of all the people that I know, I don't know anybody who's consistently putting in the kind of hours every day that he does.",127
1949,"Oh, yeah.",9
1950,He runs 16 miles every fucking day.,35
1951,Sometimes a marathon.,21
1952,Sometimes a marathon every day while he works eight hours a day and then he gets home and lifts weights.,104
1953,"I mean, it's not like he runs.",30
1954,And he gets his reps in.,24
1955,"Yeah, he gets his reps in with his bow every day.",49
1956,And he's lifting and he's lifting every day every day.,54
1957,He doesn't take days off.,25
1958,That fucking guy's never sick.,30
1959,He's sick.,10
1960,It's like the next day he's running again.,42
1961,"You looking at his Instagram, it's, hey, it's a great day to run.",65
1962,He's out there fucking.,23
1963,I think there's something to forcing your body to consistently and constantly perform.,86
1964,Totally.,8
1965,Yeah.,5
1966,"Imagine not like Olympics, right?",33
1967,"You're in the Olympics for wrestling, let's say.",48
1968,And you've got your whole entire life is on one day.,52
1969,"If you get sick, like, right?",29
1970,Anything bad happens out there?,31
1971,"Yeah, you're done.",18
1972,"Yeah, those big moments like that are fuck.",43
1973,"You're so stressed out too, so your immune system is super jacked.",66
1974,"But I think there's a thing about peaking for a big event, whether it's a fight or the Olympics or something, versus maintaining consistent conditioning.",153
1975,They're very different things.,30
1976,Like a good example is Tim Kennedy.,35
1977,"Tim Kennedy went through, I believe two camps in a row, fight got canceled, kept training, went through another full camp.",122
1978,"And then when he fought Calvin, Gastelum, that guy's never tired and he was gasping out in the fight.",101
1979,And there's a real good indication from all involved that it was because of overtrain.,86
1980,"I know that when I would train fighters, you could absolutely see when they would overtrain.",92
1981,It wasn't a big question.,25
1982,"You'd go in, you'd have a fighter that's whatever level at, let's say, let's say Jiu-Jitsu because I'm training Jiu-Jitsu with them.",132
1983,"And every day, they feel a certain level.",41
1984,And then one day you come in and you train with them and they're just suck.,75
1985,"And I would tell them, hey man, two days off, go eat some steak because you would know 100% that they're overtrained.",117
1986,100%.,5
1987,Would it tell vegans?,21
1988,"Two days off, eat some steak?",29
1989,"Yeah, I would tell them, definitely eat some steak.",51
1990,You need that steak.,20
1991,Get some steak in you.,22
1992,"Yeah, just give them an elk.",28
1993,Just give them just one good piece of backstrap.,48
1994,Just try.,9
1995,Just trust me.,14
1996,Just eat it and run through a fucking wall.,43
1997,"Yeah, it's a really weird thing about watching people go through camps, through fight camps.",92
1998,"And I really, I basically don't train fighters anymore like I used to because I don't have time anymore.",104
1999,But you would work so hard to make sure that on that night that they're there.,78
2000,"Yeah, they're there.",20
2001,And some people get in the cage and they do better than they would normally do.,79
2002,Some people get in the cage and they don't do as good.,54
2003,"And you got Jeremy Stevens, a great example because especially when he first came out, started training with me and he's not with us anymore.",141
2004,"But when he first started training with us, like he was a white belt in Jiu Jitsu.",82
2005,"But man, when he got in the cage, he would just elevate man, like mentally, psychologically to elevate.",103
2006,And he would perform way better in the cage.,44
2007,And then I've had other fighters that you'd get it like they would be kicking people's asses in training and then they get in the cage and it's a down step.,156
2008,And it's so hard to see that.,29
2009,So hard is because sometimes those guys are very committed and they're working hard and they're doing great and they just get in there and just.,144
2010,It's this psychological thing.,30
2011,Some people are dwarfed by the moment.,38
2012,It's very interesting to see.,29
2013,Some people are also afraid of the embarrassment of losing.,59
2014,That's a big one.,17
2015,And they can't trust the process.,33
2016,They can't just remove themselves and just go out there and fight.,66
2017,Do you follow Moitai at all?,28
2018,"A little bit, but not to any great extent.",42
2019,There's a guy who George Hempier brought into his training camp when he was doing the ultimate fighter.,103
2020,John Paul Skarbowski.,21
2021,And he's this French savage Moitai fighter who would basically get drunk every night and showed up at training at GSP's camp drunk.,131
2022,Like he was out all night.,26
2023,"He was in Vegas, right?",23
2024,So the ultimate fighter is in Vegas.,36
2025,Drinks all night.,17
2026,Shows up in the day the next day and fucks everybody up.,56
2027,"And they're like, this is so embarrassing.",42
2028,Like guys were like devastated.,31
2029,Like this guy literally came in holding.,40
2030,He's got a cup.,15
2031,Like from like one of those to go cups and one of Vegas clubs.,62
2032,He showed up in the morning.,28
2033,See if you can find it because it's kind of hilarious.,54
2034,Looks like a guy who should be driving an Uber.,47
2035,Okay.,5
2036,He's not built like a savage.,29
2037,He's just his mind is just he's got the I don't give a fuck and he's got it down.,81
2038,"And was a you know, world champion Moitai fighter beat champions at Lumpini Stadium in Thailand and just amazing fighter.",121
2039,"Well, you know, you always hear about the comparisons of a black belt.",70
2040,"You just do versus a white belt, right?",39
2041,Something that's known.,23
2042,"And it's real, real obvious.",28
2043,"But when you get at a high level of Moitai, it's very similar.",62
2044,"Maybe not quite as similar because there's always this idea that well, you know, I at least know if I throw a punch.",116
2045,I at least know as a human how to throw a punch.,48
2046,"At least there's some idea, right?",34
2047,There's some like a normal human has no idea of how to do an arm lock.,70
2048,Zero.,5
2049,You at least know have some concept of how to throw a punch.,60
2050,So there is a quite a puncher's chance.,39
2051,But I remember the first time I sparred with a real Moitai guy.,63
2052,I was I felt like a white belt.,31
2053,"I was like, oh, okay.",21
2054,"Because I would think about throwing a kick and I would get, you know, kicked myself.",85
2055,I would think about it and get kicked.,38
2056,"Oh, he knows exactly what I'm going to do.",42
2057,Just like a white belt.,23
2058,"You get to, you know, you can predict everything that they're going to do.",74
2059,There he is.,12
2060,So he shows up.,15
2061,"I mean, look, no, six back.",27
2062,"I mean, literally looks like a guy.",35
2063,"If you saw that guy show up, he's like, this is dad, mom, the fucker.",69
2064,Just just he's he showed up straight from the club.,51
2065,"I mean, you can kind of tell he's drunk and he gets in and starts training with these guys.",91
2066,And he even gets to some actual training footage because they were they were humiliated.,88
2067,"I mean, he was ragged on these dudes and beaten a shit out of him and dropping him.",83
2068,"And it looks like nothing, but it's the the problem.",52
2069,"You know, he's a world class kickboxer.",39
2070,And these guys just really have no idea how to handle his movement and the the skills that he has.,98
2071,"Yeah, people underestimate people.",34
2072,"Don't think there's as much of a difference between like a black belt in Jiu-Jitsu and what would be considered an equivalent, you know, world champion in Muay Thai.",165
2073,"Oh, yeah, there's a big step in the step in the ring and see that was out for you.",82
2074,Jiu-Jitsu guys sometimes get cocky about that.,46
2075,I had a buddy mind he was taking an MMA fight and he wasn't doing any striking.,79
2076,He was doing very little striking and he was a really good ground fighter.,74
2077,"And I said, do you know how you can toy with a guy on the ground and they really have no chance?",96
2078,"He goes, yeah, I go, people can do that to you standing.",56
2079,"I go, you have to understand that the fight starts standing.",60
2080,"It's not like you start like it's not EBI rules where you start on the guys back and you know, you have a really good chance of submitting him if you got a great rear neck and choke.",182
2081,This is not that.,17
2082,Yeah.,5
2083,"This is you start 20 feet away from the guy and you're standing and you know, you have to close that distancing.",112
2084,You're not a great wrestler either.,35
2085,"Yeah, well, that's the key component, right?",44
2086,"Yes, it's a giant factor.",25
2087,"Because if you at least if you wrestle, you can go, well, at least I know I have a decent chance of taking him down.",116
2088,"Yes, a decent chance.",21
2089,And even that's no guarantee anymore.,37
2090,"Well, I go back to Mark Schultz when he fought in the UFC.",58
2091,"You know, when Mark Schultz fought in the UFC, you only fought one UFC fight, but that's what we got to see like a world champion, a limp at gold medalist, top of the food chain wrestler.",187
2092,You're only on your feet if you want to be.,43
2093,Like you good luck throwing that punch or kick because you have no chance.,74
2094,"He's going to close the distance and drag you to the ground unless you have really good takedown defense back then when he fought big daddy, good rich people didn't really have it unless they were wrestlers that didn't really have good takedown defense.",253
2095,It had really been established as like a part of the whole skill set of MMA yet.,80
2096,You basically had what you came in there with your karate guy.,62
2097,That's what you had your moitai guy.,36
2098,That's what you got.,20
2099,You got to hope you land that elbow before that guy clenches with you.,70
2100,And there is a there is a overall strategic advantage to grappling.,67
2101,"Yes, because you can close the distance.",40
2102,"And if you're going to punch me, you have to get close enough to you have to make contact with me, which mean I can grab a hold of you and get you down.",152
2103,"That's why that's why the early UFC was like, Oh, you're going to have to get close enough to either punch or kick me.",118
2104,"And when you do that, I can grab a hold of you and get you to the ground.",73
2105,"Also the chaos factor, especially in a street fight, the chaos factor is like bodies are flying.",96
2106,There's bad timing.,19
2107,The clinches have it.,21
2108,"It's not like every, you know, you'll you'll watch the occasional street fight where a guy tees off on some drunk guy and you know, it lands the perfect punch and knocks him out cold.",183
2109,That does happen.,17
2110,But you know what also happens?,31
2111,"Maylay, wild shit, misses and then someone clenches.",52
2112,And then the worst thing in the world is to fight a grappler who's good at takedowns when you're on the concrete.,113
2113,That is the absolute worst thing in the world.,46
2114,You get suplex on your head on the concrete.,44
2115,"I mean, one of the worst things you could ever happen.",54
2116,You're basically getting hit in the head by the world.,54
2117,Yeah.,5
2118,"Well, this is why I, when I talk about, you know, people say, well, what kind of self defense?",94
2119,"You always say jiu jitsu for self defense, but you know, you shouldn't let a street fight go to the ground.",107
2120,"Here's, here's how it works out.",32
2121,"If you come to me and you want to fight me and you like square off like in a boxing stance, I can run away from you.",116
2122,Right?,6
2123,I can just run away.,20
2124,I can just run away.,20
2125,I'm going to get away from you.,31
2126,I don't want to fight you.,26
2127,"If you want to kick me, I can run away from you.",48
2128,"Like, there's my primary self defense as I'm just going to run away from you.",77
2129,"When you grab a hold of me, now everything's different.",55
2130,I can't run away anymore.,25
2131,Now I have to actually know how to handle myself in a grappling situation.,74
2132,So that's why I start with jiu jitsu.,37
2133,"And look, absolutely learn boxing, learn more time, learn wrestling, absolutely no doubt about it.",98
2134,"But the very first thing you need to learn is because if you want to fight me, I can run away.",94
2135,"If you square off and you know, you put your dukes up and say, come on, or you push me.",87
2136,Good.,5
2137,I'm running away.,17
2138,That's fine.,12
2139,I'll take that.,15
2140,"But when soon you grab a hold of me, now I got a problem because I can't run away.",82
2141,The way no problem is the ego where people don't know how to fight and someone puts their dukes up and they decide to see what they can do.,139
2142,"They decide in that moment, do either fake it or just like see if they can possibly hit the guy and then they get a bank.",121
2143,Somebody tees off on them.,26
2144,"Yeah, I think that's, I think the whole thing with CTE right now, that's why I think the popularity of jiu jitsu is going to continue because it's a large part of fighting, same with wrestling, grappling in general.",215
2145,"I think it's going to continue to get more and more popular because of CTE because as a parent, you're not looking, hey, I really want my kid to be sparring a lot when they're 13, right?",186
2146,"No, there's not too many parents that are saying that right now.",64
2147,It's not a good idea.,21
2148,"So I think, but you still want your kids to know how to fight, right?",69
2149,So how are we going to do that?,31
2150,"Well, we're going to teach them jiu jitsu and wrestling and let them have that base.",84
2151,"And then if they get older, hey, should they know how to throw punches?",71
2152,Absolutely.,11
2153,"If they get in the boxing ring sometimes and do some more time matches, absolutely, you should absolutely do that as a human.",125
2154,"But you know, you can do that when you're 17, maybe 16, you can start getting that stuff in, but the kids jiu jitsu, I don't think there's anything else better for them.",169
2155,I completely agree.,19
2156,"And I think with martial arts, with striking, it's good to know just to know distance, just to understand where you're safe and where you're not safe and to understand tells, understand what's happening when someone does this, when someone does this, and then this is common.",275
2157,"And they do this, this is common.",33
2158,Like you should know that because some people don't know that.,62
2159,"You should know how to protect yourself, how to keep your hands up, how to duck under things.",93
2160,You should know that.,21
2161,You should understand the timing.,33
2162,You should understand distance and timing.,42
2163,Those are important things.,27
2164,But fucking swinging knuckles with some guy in the street is so goddamn dangerous.,82
2165,"Because first of all, you don't know what he knows and you're everyone's vulnerable, everyone.",94
2166,Every person that gets punched in the face is vulnerable.,57
2167,"And if you just want to have some sort of a kickboxing match with some man on the concrete, like I don't advise that.",117
2168,No.,3
2169,I advise clench and trip.,25
2170,"Yeah, I advise get out of there.",32
2171,"Yeah, get out there.",20
2172,"Exactly right, advise.",22
