title,index,content,token
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",0," battle not with monsters, lest ye become a monster.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1446,"Yeah, typing.",13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1447,And then we land and we go to it's usually early afternoon by then we go to a hotel.,84
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1448,It's usually a nice hotel.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1449,It's not corporate.,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1450,I don't really like corporate hotels.,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1451,My secretary and my one of my logistics guys has got quite good at picking kind of adventurous hotels.,102
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1452,"Boutique hotels are usually in the old parts of the city, especially in Europe.",79
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1453,Some were interesting.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1454,And so we go there and then lunch usually and sometimes that's an air fryer and a stake in the hotel room and I leave a trail of air fryer's behind me all across the world.,172
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1455,And then Tammy and I usually go out and have a walk or something and take a look at the city.,93
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1456,And then I have a rest for like an hour and a half or an hour half an hour.,75
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1457,Like a nap.,11
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1458,"Oh, just now I have to sleep for 20 minutes.",44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1459,And that's about all I can sleep.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1460,But I need to do that in the late hour.,39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1461,Never refresh as your mind.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1462,Yep.,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1463,That gives me that wakes me up again for the evening.,53
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1464,And then Tammy has to sleep longer.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1465,She's still recovering from her illness.,40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1466,And so she has to sleep longer in the afternoon.,48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1467,And that's absolutely necessary for both of us or things start to get frayed.,77
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1468,And so then we go to the venue.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1469,And then I usually sit for an hour.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1470,"If I'm going to lecture, I've been doing a lot of Q&As and that's a little easier.",82
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1471,"But if I'm going to lecture, I have to sit for an hour and then I think, okay, what question am I trying to investigate?",120
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1472,I have to have that.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1473,That's the point.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1474,What mystery am I trying to unravel?,36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1475,"It's usually associated with one of the rules in my book, because technically it's a book tour.",95
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1476,But each of those rules is an investigation into an ethic.,58
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1477,And each of them points to a deeper sort of mystery in some sense.,66
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1478,And there's no end to the amount it can be explored.,52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1479,And so I have the question.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1480,My question might be something like put your put your house in perfect order before you criticize the world.,108
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1481,Okay.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1482,What does that mean exactly?,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1483,Put what does house mean?,25
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1484,What does put what does put mean that active verb?,50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1485,What does perfect and order mean?,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1486,Why before you criticize the world?,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1487,What does it mean to criticize?,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1488,What does it mean to criticize the world?,41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1489,How can you do that properly or improperly?,43
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1490,So I start to think about how to decompose the question.,56
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1491,And you start to think which of these decomposition are important to really dig into?,85
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1492,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1493,"Well, then they'll strike me.",29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1494,"It's like, okay, there's something there that that I've been maybe noodling around on that I would like to investigate further.",127
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1495,"Then I think, okay, how can I approach this problem?",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1496,"I think, well, I have this story that I know I have this story and I have this story, but I haven't juxtaposed them before.",123
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1497,And there's going to be some interesting interaction in the juxtaposition.,74
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1498,So I have the question and I kind of have a framework of interpretation.,72
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1499,And then I have some potential narrative places I can go.,57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1500,"And then I think, okay, I can go juggle that and see what happens.",66
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1501,And so then what I want to do is concentrate on that process well attending to the audience to make sure that the words are landing.,132
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1502,And then see if I can delve into it deeply enough so that a narrative emerges spontaneously with an ending.,107
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1503,"Now, I'm sure you've experienced this in podcasts, right?",57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1504,"Maybe I'm wrong, but my experience has been if I fall into the conversation and we know about the time frame, there'll be a natural narrative arc.",146
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1505,And then so you'll kind of know when the midpoint is and you'll kind of see when you're reaching a conclusion.,110
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1506,"And then if you really pay attention, you can see that's a good place to stop.",78
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1507,And it's kind of you come to a point and you have to be alert and patient to see that.,86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1508,And you have to be willing to be satisfied with where you've got to.,68
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1509,"But if you do that, and then it's like a comedian making the punchline work, it's like I've got all these balls in the air and they're going somewhere and this is how they come together and people love that, right?",214
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1510,"You say, oh, this and this and this and this, whack together.",61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1511,And that's an insight.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1512,And it is very much like a punch line.,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1513,"Well, that's interesting because your mind actually some fan of your podcast too.",81
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1514,And you are always driving towards that.,40
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1515,"I would say for me in a podcast conversation, there's often a kind of Alice and Wonderland type of exploration down the rabbit hole, man.",137
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1516,"And then you just, and you think pops up the more absurd, the wilder, the better conversations with Elon are like this.",119
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1517,"It's like actually the more you drive towards an arc, the more on comfort you start to get in a fun absurd conversation because, oh, I'm now one of the normies.",160
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1518,"No, I don't want that.",22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1519,"I want to be, I want to wrap it.",32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1520,I want to crazy because it makes some more fun.,47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1521,"But somehow throughout it, there is wisdom that he tried to grasp at such that there is a thread to.",100
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1522,"Well, that's the thing, man.",28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1523,"You're following the thread, yeah, the thread.",46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1524,"Well, that's right.",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1525,That's what we're trying to do.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1526,"That thread, that thread is the proper balance between structure and spontaneity.",81
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1527,And it manifests itself as the instinct of meaning.,51
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1528,And that's the logos in the dialogue.,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1529,And it really is the logos.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1530,And God only knows what that means.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1531,"You know, I mean, the biblical claim is that logos is the fundamental principle of reality.",91
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1532,And I think that's true.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1533,I actually think that's true.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1534,"Because I think that that meaning that guides you, well, here's a way of thinking about it, been writing about this recently.",125
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1535,What's real matter?,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1536,"It's like, okay, that's one answer.",35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1537,What's real?,12
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1538,What matters is real?,21
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1539,That's how you act.,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1540,"Okay, so that's different than matter.",38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1541,"It's like, okay, what's the most real of what matters?",54
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1542,How about pain?,15
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1543,Why is it the most real?,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1544,Try arguing it away.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1545,Good luck.,10
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1546,So pain is the fundamental reality.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1547,All right.,10
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1548,"Well, that's rough.",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1549,Doesn't that lead to nihilism and hopelessness?,47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1550,"Yeah, doesn't it lead to a philosophy that's antithetical towards being the most fundamental reality is pain?",109
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1551,Yes.,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1552,Is there anything more fundamental than pain?,45
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1553,Love?,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1554,Really?,7
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1555,"If you're in pain, love and truth, that's what you got.",55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1556,"And you know, if they're more powerful than pain, maybe they're the most real things.",85
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1557,"When you think about reality, what is real?",43
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1558,That is the most real thing.,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1559,"Well, it's a tough one, right?",30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1560,"Because you have to, because if you're a scientist, a materialist, think, well, the matter is the most real.",108
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1561,"It's like, well, you don't know what the matter is.",51
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1562,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1563,"And so, and then when push comes to shove and it will, you'll find out what's most real.",88
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1564,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1565,"I feel like this is missing, physical reality is missing some of the things.",76
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1566,"So, of course, pain has a biological component and all those kinds of things, but it's missing something deep about the human condition that at least the modern science is not able to describe, but it is reaching towards that.",226
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1567,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1568,And it's the reason one way to describe it as you're describing is the reason is reaching it is because underneath of science is this assumption that there's a deep logos thing to this whole thing we're trying to do.,216
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1569,"Well, you know, there's two traditions, right?",46
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1570,"In some sense, there's two logos traditions.",44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1571,"There's the the Greek, rational, enlightenment tradition.",57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1572,That's a logos tradition.,25
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1573,And it insists that there's a logos in nature and that science is the way to approach it.,89
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1574,"And then there's the Judeo-Christian logos, which is more embodied and more spiritual.",86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1575,And I would say the West is actually an attempt to unite those two.,67
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1576,And it's the proper attempt to unite those two because they need to be united.,78
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1577,"And I see the union coming in your terms, you know, I talk to friends to wall, for example, about the animating principle of chimpanzee sovereignty.",148
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1578,And that's pretty close biologically.,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1579,Is it power?,12
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1580,"Because that's the claim, even from the biologist's often, that most dominant chimp has the best reproductive success.",118
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1581,"It's like, oh yeah, dominant, hey, you mean using compulsion?",61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1582,"Okay, let's look.",17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1583,Are the chimp's who use compulsion the most successful?,55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1584,And the answer is sporadically and rarely.,42
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1585,"And for short, well, that's sporadically for short periods of time.",67
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1586,Why?,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1587,Because they meet an unpleasant end.,36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1588,"The subordinates over whom they exercise arbitrary control, wait for a week moment and then tear them into shreds, right?",121
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1589,Every dictator's terror.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1590,"And for good reason, and DeWal has showed that the alpha chimps, the males, who do have preferential mating access often, are often and reliably the best peacemakers and the most reciprocal.",190
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1591,"And so even among chimps, the principle of sovereignty is something like iterative, iterated reciprocity.",105
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1592,And that's a way better principle than power.,45
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1593,"And it's something like I've been thinking, what's the antithesis of the spirit of power?",89
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1594,I think it's the spirit of play.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1595,"And you know, you, I don't know what you think about that, but when you have a good podcast conversation, you already described it in some sense as play.",153
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1596,"It's like there's a structure, right?",37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1597,Because it's an ordered conversation.,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1598,But you want there to be play in the system.,44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1599,"And if you get that right, then it's really engaging.",53
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1600,And then it seems to have its own narrative arc.,48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1601,I'm not trying to impose that even on that's another thing I don't do.,70
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1602,"I didn't come to this conversation at all, thinking, here's what I want out of a conversation with Lex Friedman.",112
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1603,"Like instrumentally, I thought, I'll go talk to Lex.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1604,Why?,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1605,I like his podcasts.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1606,He's doing something right.,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1607,I don't know what it is.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1608,He asks interesting questions.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1609,I'll go have a conversation with him.,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1610,Where's it going to go?,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1611,Wherever it goes.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1612,Embracing the spirit of play.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1613,"So what you have this, when you're lecturing, you're going in front of the crowd.",81
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1614,"Yeah, you're thought of a question.",35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1615,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1616,You get on the stage.,21
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1617,"First of all, are you nervous at all?",37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1618,"I'm very nervous when I'm sitting down, thinking through the structure initially, which is why my wife and I have been doing Q&As.",130
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1619,And that's easier on me.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1620,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1621,"It's the, it's the way comedians and nervous like Joe Rogan just did his special.",81
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1622,So this weekend.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1623,"And so he now has to sit nervously like a comedian does, which is like, I have no material now.",95
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1624,Right.,6
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1625,I have to start from scratch.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1626,"Well, that's when I was doing the lectures constantly instead of the Q&As.",74
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1627,"Basically, what I was doing was writing a whole book chapter every night.",73
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1628,"And you know, now that's a bit of an exaggeration because I would return to themes that I had developed.",104
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1629,But it's not really an exaggeration because I didn't ever just go over wrote material ever.,91
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1630,"So it was, it's very demanding.",31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1631,And that parts nerve rocking because I sit down.,48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1632,It's an hour before the show.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1633,"And I think, can I do this?",27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1634,"And you know, the answer is what you did it a thousand times.",61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1635,But that's not this time.,25
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1636,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1637,"It's like, can I come up with a question?",41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1638,Can I think through the structure?,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1639,Can I pull off the spontaneous narrative?,41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1640,Can I pull it together?,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1641,And the answer is I don't know.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1642,"And so then I get it together in my mind, I think, and that's hard.",67
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1643,It takes effort in it's nerve-racking.,38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1644,"Okay, I got it.",15
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1645,"But then there's the moment you go out on stage and you think, well, I know I had it, but can I do it?",102
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1646,No notes.,9
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1647,"And then the question is, well, you're going to find out.",57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1648,"Well, you do it.",16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1649,And so then I go out on stage and I don't talk to the audience.,63
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1650,I talk to one person at a time.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1651,"And you can talk to one person, you know, because you know how to do that.",74
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1652,"So I talk to a person and not too long, because I don't want to make them too nervous.",86
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1653,And then someone else and someone else.,39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",1654,And then I contact with the audience.,37
